id,biz,category_name,description,status,parent_id,create_admin_id,create_time,real_id,version_number,category_type,parent_type,appeal_related,category_description,org_id,function_type,use_status,archive_status,kpn,front_param,weight,path,update_admin_id,update_time
4953850,1,其他,,0,0,704054289,1569812065375,45068,1582,2,1,1,,26874,1,1,0,KUAISHOU,,8,45068,7043085392,1639387345351
4953851,1,无效工单,,0,45068,994523808,1571216407552,57912,1582,2,2,1,,26874,1,1,0,KUAISHOU,,0,,0,0
4953852,1,客服产品专用,,0,45068,994523808,1571661481688,63031,1582,2,2,1,,0,1,1,0,KUAISHOU,,0,,0,0
4954012,1,智能客服,,0,0,994523808,1573558954430,96650,1582,2,2,1,智能客服无效内容。闲聊、spam,0,1,1,0,KUAISHOU,,13,96650,0,0
4954013,1,AI前置问题,,0,96650,367478309,1611801770663,2299397,1582,2,0,1,,0,1,1,0,KUAISHOU,,5,"96650,2299397",0,0
4954014,1,Spam,,0,96650,367478309,1611801798158,2299398,1582,2,0,1,,0,1,1,0,KUAISHOU,,4,"96650,2299398",0,0
4954015,1,跨FT,,0,96650,367478309,1611801811178,2299399,1582,2,0,1,,0,1,1,0,KUAISHOU,,3,"96650,2299399",0,0
4954016,1,非业务问题,,0,96650,367478309,1611801825555,2299400,1582,2,0,1,,0,1,1,0,KUAISHOU,,2,"96650,2299400",0,0
4954282,1,安全,,0,0,367478309,1584088742056,358528,1582,2,2,2,,0,1,1,0,KUAISHOU,,15,358528,0,0
4954285,1,申诉,,0,358528,2109569342,1609233181058,2015836,1582,2,0,2,,0,1,1,0,KUAISHOU,,6,"358528,2015836",0,0
4954300,1,举报,,0,358528,2109569342,1609234897792,2015851,1582,2,0,2,,0,1,1,0,KUAISHOU,,5,"358528,2015851",0,0
4954301,1,举报作品,,0,2015851,2109569342,1609235236114,2015852,1582,2,0,2,,3659795,1,1,0,KUAISHOU,,10,"358528,2015851,2015852",0,0
4954302,1,举报直播,,0,2015851,2109569342,1609235433126,2015853,1582,2,0,2,,3659790,1,1,0,KUAISHOU,,9,"358528,2015851,2015853",0,0
4954303,1,举报用户,,0,2015851,2109569342,1609235443515,2015854,1582,2,0,2,,3659793,1,1,0,KUAISHOU,,8,"358528,2015851,2015854",0,0
4954304,1,举报评论,,0,2015851,2109569342,1609235657100,2015855,1582,2,0,2,,3659793,1,1,0,KUAISHOU,,7,"358528,2015851,2015855",0,0
4954305,1,举报私信,,0,2015851,2109569342,1609235683872,2015856,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,6,"358528,2015851,2015856",0,0
4954306,1,举报说说,,0,2015851,2109569342,1609235730199,2015857,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,5,"358528,2015851,2015857",0,0
4954307,1,举报群,,0,2015851,2109569342,1609235827441,2015858,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,4,"358528,2015851,2015858",0,0
4954309,1,举报其它,,0,2015851,2109569342,1609235861563,2015860,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,3,"358528,2015851,2015860",0,0
4954310,1,账号安全,,0,4986070,2109569342,1609238048556,2015861,1582,2,0,2,,0,1,1,0,KUAISHOU,,1,"1739993,1327174,4986070,2015861",1965818071,1648634027253
4954311,1,账号找回,,0,2015861,2109569342,1609238090457,2015862,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,9,"1739993,1327174,4986070,2015861,2015862",0,0
4954312,1,账号注销,,0,2015861,2109569342,1609238122858,2015863,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,8,"1739993,1327174,4986070,2015861,2015863",0,0
4954313,1,盗号,,0,2015861,2109569342,1609238131347,2015864,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,7,"1739993,1327174,4986070,2015861,2015864",0,0
4954314,1,账号激活,,0,2015861,2109569342,1609238164390,2015865,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,6,"1739993,1327174,4986070,2015861,2015865",0,0
4954315,1,账号保护,,0,2015861,2109569342,1609238180949,2015866,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,5,"1739993,1327174,4986070,2015861,2015866",0,0
4954316,1,账号冻结,,0,2015861,2109569342,1609238193215,2015867,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,4,"1739993,1327174,4986070,2015861,2015867",0,0
4954317,1,账号解冻,,0,2015861,2109569342,1609238206281,2015868,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,3,"1739993,1327174,4986070,2015861,2015868",0,0
4954318,1,账号纠纷/交易,,0,2015861,2109569342,1609238248477,2015869,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,2,"1739993,1327174,4986070,2015861,2015869",0,0
4954320,1,账号风控,,0,2015861,1965818071,1627284899276,3566843,1582,2,0,1,,3659794,1,1,0,KUAISHOU,,1,"1739993,1327174,4986070,2015861,3566843",0,0
4954321,1,维权,,0,358528,2109569342,1609244773868,2023680,1582,2,0,2,,0,1,1,0,KUAISHOU,,4,"358528,2023680",0,0
4954322,1,作品维权,,0,2023680,2109569342,1609244810115,2023681,1582,2,0,2,,3659795,1,1,0,KUAISHOU,,0,,0,0
4954323,1,用户资料维权,,0,2023680,2109569342,1609244829977,2023682,1582,2,0,2,,3659794,1,1,0,KUAISHOU,,0,,0,0
4954324,1,直播维权,,0,2023680,2109569342,1609244846346,2023683,1582,2,0,2,,3659790,1,1,0,KUAISHOU,,0,,0,0
4954325,1,其它维权,,0,2023680,2109569342,1609244865648,2023684,1582,2,0,2,,3659773,1,1,0,KUAISHOU,,0,,0,0
4954326,1,评论&私信维权,,0,2023680,1951824847,1628069847422,3621141,1582,2,0,2,,3659793,1,1,0,KUAISHOU,,0,,0,0
4954328,1,儿童打赏,,0,358528,2109569342,1609244904519,2023685,1582,2,0,2,,0,1,1,0,KUAISHOU,,3,"358528,2023685",0,0
4954329,1,消费端,,0,2023685,2109569342,1609244925102,2023686,1582,2,0,2,,3659791,1,1,0,KUAISHOU,,0,,0,0
4954330,1,主播端,,0,2023685,2109569342,1609244951257,2023687,1582,2,0,2,,3659791,1,1,0,KUAISHOU,,0,,0,0
4954331,1,社会责任,,0,358528,2109569342,1609245049635,2023688,1582,2,0,2,,0,1,1,0,KUAISHOU,,2,"358528,2023688",0,0
4954332,1,司法调证,,0,2023688,2109569342,1609245069042,2023689,1582,2,0,2,,3659777,1,1,0,KUAISHOU,,7,"358528,2023688,2023689",0,0
4954333,1,青少年模式,,0,2023688,2109569342,1609245081023,2023690,1582,2,0,2,,3659793,1,1,0,KUAISHOU,,6,"358528,2023688,2023690",0,0
4954334,1,未成年直播权限,,0,2023688,2109569342,1609245096689,2023691,1582,2,0,2,,3659790,1,1,0,KUAISHOU,,5,"358528,2023688,2023691",0,0
4954335,1,人身安全,,0,2023688,2109569342,1609245257514,2023692,1582,2,0,2,,3659773,1,1,0,KUAISHOU,,4,"358528,2023688,2023692",0,0
4954336,1,走失寻人,,0,2023688,2109569342,1609245271018,2023693,1582,2,0,2,,3659773,1,1,0,KUAISHOU,,3,"358528,2023688,2023693",0,0
4954337,1,视障无障碍,,0,2023688,2109569342,1609245328767,2023694,1582,2,0,2,,3659793,1,1,0,KUAISHOU,,2,"358528,2023688,2023694",0,0
4954338,1,条款说明,,0,358528,2109569342,1609245345665,2023695,1582,2,0,2,,3659773,1,1,0,KUAISHOU,,1,"358528,2023695",0,0
4954409,1,电商,,0,0,730064247,1584090953528,358589,1582,2,2,2,,3659786,1,1,0,KUAISHOU,,20,358589,0,0
4954945,1,商家,,0,358589,1076507005,1609481180040,2035708,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,5,"358589,2035708",1537884529,1678329016836
4955136,1,买家,,0,358589,1468480926,1609727132379,2039756,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,6,"358589,2039756",0,0
4955137,1,【旧】功能咨询,,0,2039756,1468480926,1609729947146,2039798,1582,2,0,2,,0,1,1,0,KUAISHOU,,13,"358589,2039756,2039798",6313919392,1652498862769
4955138,1,购买指南,,0,2039798,1468480926,1609727184028,2039757,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955139,1,搜索,,0,2039757,1468480926,1609727389995,2039758,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,12,"358589,2039756,2039798,2039757,2039758,2039758",0,0
4955140,1,浏览记录,,0,2039757,1468480926,1609727416624,2039759,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,11,"358589,2039756,2039798,2039757,2039759,2039759",0,0
4955141,1,评价中心,,0,2039757,1468480926,1609727441725,2039760,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,10,"358589,2039756,2039798,2039757,2039760,2039760",0,0
4955142,1,收货地址,,0,2039757,1468480926,1609727487782,2039761,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,9,"358589,2039756,2039798,2039757,2039761,2039761",0,0
4955143,1,客服消息,,0,2039757,1468480926,1609727504074,2039762,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,8,"358589,2039756,2039798,2039757,2039762,2039762",0,0
4955144,1,充值中心,,0,2039757,1468480926,1609727521152,2039763,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,7,"358589,2039756,2039798,2039757,2039763,2039763",0,0
4955145,1,话费充值-快充,,0,2039763,1468480926,1616568488321,2714478,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955146,1,折扣话费-慢充,,0,2039763,1468480926,1616568502224,2714479,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955147,1,娱乐会员,,0,2039763,1468480926,1619144943798,2838439,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955148,1,油卡,,0,2039763,1468480926,1628242775329,3659923,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955149,1,售前咨询,,0,2039757,1468480926,1609729281035,2039764,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,5,"358589,2039756,2039798,2039757,2039764,2039764",0,0
4955150,1,假一赔十,,0,2039757,1468480926,1616568603680,2714480,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,4,"358589,2039756,2039798,2039757,2714480,2714480",0,0
4955151,1,竞品功能建议,,0,2039757,1468480926,1619144904179,2838438,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,3,"358589,2039756,2039798,2039757,2838438,2838438",0,0
4955152,1,信任卡,,0,2039757,1468480926,1621823254680,3019382,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,2,"358589,2039756,2039798,2039757,3019382,3019382",0,0
4955153,1,高价回收,,0,2039757,1468480926,1626075034928,3467025,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,1,"358589,2039756,2039798,2039757,3467025,3467025",0,0
4955154,1,支付及发票,,0,2039798,1468480926,1609729329538,2039765,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955155,1,支付,,0,2039765,1468480926,1609729354200,2039766,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955156,1,花呗分期,,0,2039766,1468480926,1628244636135,3671002,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955157,1,免密支付,,0,2039766,1468480926,1628244681821,3671003,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955158,1,常规支付,,0,2039766,1468480926,1628244705981,3671004,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955159,1,发票,,0,2039765,1468480926,1609729367469,2039767,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955160,1,下单,,0,2039765,1468480926,1628244487118,3665462,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955161,1,订单管理,,0,2039798,1468480926,1609729384931,2039768,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955162,1,查询订单,,0,2039768,1468480926,1609729504468,2039770,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955163,1,删除订单,,0,2039768,1468480926,1609729518746,2039772,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955164,1,取消订单,,0,2039768,1468480926,1628245205542,3671005,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955165,1,发货物流,,0,2039798,1468480926,1609729552954,2039773,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955166,1,提醒发货,,0,2039773,1468480926,1609729580245,2039776,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955167,1,正向物流信息,,0,2039773,1468480926,1609729604601,2039779,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955168,1,确认收货,,0,2039773,1468480926,1609729629269,2039781,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955169,1,延长收货,,0,2039773,1468480926,1628245427542,3671006,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955170,1,售后管理,,0,2039798,1468480926,1609729693564,2039785,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955171,1,售后政策-纯咨询,,0,2039785,1468480926,1609729708127,2039787,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955172,1,退货补运费,,0,2039785,1468480926,1609729728703,2039788,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955173,1,小额打款,,0,2039785,1468480926,1609729741741,2039789,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955174,1,体验/关怀金,,0,2039785,1468480926,1609729757806,2039790,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955175,1,退款不退货,,0,2039785,1468480926,1621823274395,3019383,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955176,1,首单保障,,0,2039785,1468480926,1609730147605,2039800,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955177,1,营销工具,,0,2039798,1468480926,1609729786249,2039791,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955178,1,优惠券,,0,2039791,1468480926,1609729807923,2039792,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,13,"358589,2039756,2039798,2039791,2039792,2039792",0,0
4955179,1,1分抢好货-砍价,,0,2039791,1468480926,1609729823649,2039793,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,12,"358589,2039756,2039798,2039791,2039793,2039793",0,0
4955180,1,天天领快米,,0,2039791,1468480926,1609729860206,2039794,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,11,"358589,2039756,2039798,2039791,2039794,2039794",0,0
4955181,1,0元好礼,,0,2039791,1468480926,1609729878495,2039795,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,10,"358589,2039756,2039798,2039791,2039795,2039795",0,0
4955182,1,评价返快币,,0,2039791,1468480926,1609729899945,2039796,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,9,"358589,2039756,2039798,2039791,2039796,2039796",0,0
4955183,1,福利购,,0,2039791,1468480926,1609729915483,2039797,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,8,"358589,2039756,2039798,2039791,2039797,2039797",0,0
4955184,1,福袋,,0,2039791,1468480926,1609730128108,2039799,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,7,"358589,2039756,2039798,2039791,2039799,2039799",0,0
4955188,1,超级秒杀,,0,2039791,1468480926,1616149631397,2705075,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,6,"358589,2039756,2039798,2039791,2705075,2705075",0,0
4955189,1,拍卖,,0,2039791,1468480926,1616568631755,2714481,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,5,"358589,2039756,2039798,2039791,2714481,2714481",0,0
4955194,1,主播红包,,0,2039791,1468480926,1628246569246,3671009,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,4,"358589,2039756,2039798,2039791,3671009,3671009",0,0
4955195,1,好运来抽奖,,0,2039791,1468480926,1630571891462,4134737,1582,2,0,1,,216,1,1,0,KUAISHOU,,3,"358589,2039756,2039798,2039791,4134737,4134737",0,0
4955196,1,老铁团,,0,2039791,1468480926,1634180785296,4464685,1582,2,0,1,,216,1,1,0,KUAISHOU,,2,"358589,2039756,2039798,2039791,4464685,4464685",0,0
4955197,1,电商买家活动,,0,2039798,1468480926,1628245981442,3671007,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955198,1,全场满送,,0,3671007,1468480926,1628246024992,3671008,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,5,"358589,2039756,2039798,3671007,3671008,3671008",6313919392,1651134756951
4955199,1,38悦己节-主会场,,0,3671007,1468480926,1633943026100,4434750,1582,2,0,1,,216,1,1,0,KUAISHOU,,4,"358589,2039756,2039798,3671007,4434750,4434750",6313919392,1646724135278
4955200,1,38悦己节-扭蛋机,,0,3671007,1468480926,1633943051082,4434751,1582,2,0,1,,216,1,1,0,KUAISHOU,,3,"358589,2039756,2039798,3671007,4434751,4434751",6313919392,1646724135316
4955201,1,38悦己节-新人优惠,,0,3671007,1468480926,1633943069815,4434752,1582,2,0,1,,216,1,1,0,KUAISHOU,,2,"358589,2039756,2039798,3671007,4434752,4434752",6313919392,1646724135357
4955202,1,【旧】交易咨询,,0,2039756,1468480926,1609731161081,2039811,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,12,"358589,2039756,2039811",6313919392,1652498862827
4955203,1,自建交易,,0,2039811,1468480926,1609828362811,2048240,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,5,"358589,2039756,2039811,2048240,2048240",0,0
4955204,1,发货,,0,2048240,1468480926,1609828404756,2048243,1582,2,0,2,,0,1,1,0,KUAISHOU,,10,"358589,2039756,2039811,2048240,2048240,2048243",0,0
4955205,1,已超时,,0,2048243,1468480926,1609828441968,2048244,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955206,1,未超时,,0,2048243,1468480926,1609828458576,2048245,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955207,1,无法发货,,0,2048243,1468480926,1632482449672,4304034,1582,2,0,1,,216,1,1,0,KUAISHOU,,0,,0,0
4955208,1,到货,,0,2048240,1468480926,1609828555596,2048246,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,9,"358589,2039756,2039811,2048240,2048240,2048246",0,0
4955209,1,发货异常,,0,2048246,1468480926,1609828574084,2048247,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955210,1,物流正常,,0,2048246,1468480926,1609828596971,2048248,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955211,1,物流异常,,0,2048246,1468480926,1609828613518,2048249,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955212,1,退货退款,,0,2048240,1468480926,1609828651369,2048250,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,8,"358589,2039756,2039811,2048240,2048240,2048250",0,0
4955213,1,未发货且未自助申请,,0,2048250,1468480926,1609828701613,2048251,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955214,1,未发货且已自助申请,,0,2048250,1468480926,1609828720547,2048252,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955215,1,商家审核环节,,0,2048252,1468480926,1609828845753,2048253,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955217,1,货在途中且未自助申请,,0,2048250,1468480926,1609828921017,2048255,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955218,1,货在途中且已自助申请,,0,2048250,1468480926,1609828948373,2048256,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955219,1,商家审核环节,,0,2048256,1468480926,1609829011757,2048257,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955221,1,逆向物流环节,,0,2048256,1468480926,1609829047708,2048259,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955222,1,货已签收且未自助申请,,0,2048250,1468480926,1609829065833,2048260,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955223,1,货已签收且已自助申请,,0,2048250,1468480926,1609829083792,2048261,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955224,1,商家审核环节,,0,2048261,1468480926,1609829105829,2048262,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955226,1,逆向物流环节,,0,2048261,1468480926,1609829135206,2048264,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955227,1,退款到账环节,,0,2048250,1468480926,1609829197964,2048265,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955228,1,无法自助申请,,0,2048250,1468480926,1609829212691,2048266,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955229,1,取消/修改退款申请,,0,2048250,1468480926,1610515755332,2116313,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955230,1,疫情类售后问题,,0,2048250,2001856478,1610625288436,2124891,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955233,1,纯运费补偿,,0,2048240,1468480926,1609829247156,2048267,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,7,"358589,2039756,2039811,2048240,2048240,2048267",0,0
4955234,1,重发,,0,2048240,1468480926,1609829262199,2048268,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,6,"358589,2039756,2039811,2048240,2048240,2048268",0,0
4955236,1,纯举报,,0,2048240,1468480926,1609829292989,2048270,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,5,"358589,2039756,2039811,2048240,2048240,2048270",0,0
4955237,1,纯赔付,,0,2048240,1468480926,1609829308574,2048271,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,4,"358589,2039756,2039811,2048240,2048240,2048271",0,0
4955238,1,补差价,,0,2048240,1468480926,1610703660875,2150793,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,3,"358589,2039756,2039811,2048240,2048240,2150793",0,0
4955239,1,维修/换货,,0,2048240,2001856478,1611827522204,2312631,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,2,"358589,2039756,2039811,2048240,2048240,2312631",0,0
4955240,1,未明确诉求,,0,2048240,2001856478,1611827572928,2312632,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,1,"358589,2039756,2039811,2048240,2048240,2312632",0,0
4955275,1,私下交易,,0,2039811,1468480926,1609828387716,2048242,1582,2,0,2,,3659786,1,1,0,KUAISHOU,,4,"358589,2039756,2039811,2048242,2048242",0,0
4955276,1,未产生交易,,0,2048242,1468480926,1609829562240,2048285,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955277,1,举报主播,,0,2048285,1468480926,1609829584702,2048286,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955278,1,已产生交易,,0,2048242,1468480926,1609829610643,2048287,1582,2,0,2,,0,1,1,0,KUAISHOU,,0,,0,0
4955279,1,发货,,0,2048287,1468480926,1609829624006,2048288,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955280,1,退款,,0,2048287,1468480926,1609829638018,2048289,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955281,1,补偿运费,,0,2048287,1468480926,1609829650160,2048290,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955282,1,开发票,,0,2048287,1468480926,1609829663104,2048291,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955283,1,换货,,0,2048287,1468480926,1609829685608,2048292,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955284,1,举报主播,,0,2048287,1468480926,1609829704700,2048293,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955285,1,疫情类售后问题,,0,2048287,2001856478,1610625315554,2124893,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955288,1,跨境购,,0,2039811,2001856478,1620640580162,2955168,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,3,"358589,2039756,2039811,2955168,2955168",0,0
4955289,1,发货,,0,2955168,2001856478,1621332136408,3004428,1582,2,0,1,,0,1,1,0,KUAISHOU,,0,,0,0
4955290,1,已超时,,0,3004428,2001856478,1621332153837,3004429,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955291,1,未超时,,0,3004428,2001856478,1621332173757,3004430,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955292,1,无法发货,,0,3004428,1468480926,1632482517571,4304035,1582,2,0,1,,216,1,1,0,KUAISHOU,,0,,0,0
4955293,1,到货,,0,2955168,2001856478,1621332187809,3004431,1582,2,0,1,,0,1,1,0,KUAISHOU,,0,,0,0
4955294,1,发货异常,,0,3004431,2001856478,1621332206267,3004432,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955295,1,物流正常,,0,3004431,2001856478,1621332249581,3004433,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955296,1,物流异常,,0,3004431,2001856478,1621332274236,3004434,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955297,1,退款,,0,2955168,2001856478,1621332298567,3004435,1582,2,0,1,,0,1,1,0,KUAISHOU,,0,,0,0
4955298,1,未发货且未自助申请,,0,3004435,2001856478,1621332329673,3004436,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955299,1,未发货且已自助申请,,0,3004435,2001856478,1621332349217,3004437,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955300,1,货在途中且未自助申请,,0,3004435,2001856478,1621332392452,3004438,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955301,1,货在途中且已自助申请,,0,3004435,2001856478,1621332415403,3004439,1582,2,0,1,,0,1,1,0,KUAISHOU,,0,,0,0
4955302,1,商家审核环节,,0,3004439,2001856478,1621332442885,3004440,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955303,1,逆向物流环节,,0,3004439,2001856478,1621332459915,3004441,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955304,1,货已签收且未自助申请,,0,3004435,2001856478,1621332505877,3004442,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955305,1,货已签收且已自助申请,,0,3004435,2001856478,1621332530820,3004443,1582,2,0,1,,0,1,1,0,KUAISHOU,,0,,0,0
4955306,1,商家审核环节,,0,3004443,2001856478,1621332548137,3004444,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955307,1,逆向物流环节,,0,3004443,2001856478,1621332565104,3004445,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955308,1,取消/修改退款申请,,0,3004435,2001856478,1621332591141,3004446,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955309,1,退款到账环节,,0,3004435,2001856478,1621332608615,3004447,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955310,1,无法自助申请,,0,3004435,2001856478,1621332621980,3004448,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955311,1,纯运费补偿,,0,2955168,2001856478,1621332651559,3004449,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955312,1,重发,,0,2955168,2001856478,1621332682604,3004450,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955313,1,补发,,0,2955168,2001856478,1621332693924,3004451,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955314,1,纯赔付,,0,2955168,2001856478,1621332712038,3004452,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
4955315,1,补差价,,0,2955168,2001856478,1621332727562,3004453,1582,2,0,1,,3659786,1,1,0,KUAISHOU,,0,,0,0
